geo,year,percent,age
NO,2010,20.3,Y45-54
PL,2010,4,Y45-54
PT,2010,10.8,Y45-54
RO,2010,11.1,Y45-54
RS,2010,:,Y45-54
SE,2010,18.9,Y45-54
SI,2010,4.5,Y45-54
SK,2010,21.5,Y45-54
TR,2010,:,Y45-54
UK,2010,30.9,Y45-54
AL,2010,:,Y55-64
AT,2010,36.3,Y55-64
BE,2010,17.6,Y55-64
BG,2010,7.6,Y55-64
CH,2010,22.9,Y55-64
CY,2010,25.8,Y55-64
CZ,2010,15.2,Y55-64
DE,2010,27.5,Y55-64
DK,2010,18,Y55-64
EE,2010,:,Y55-64
EL,2010,19.1,Y55-64
ES,2010,23.7,Y55-64
FI,2010,25.5,Y55-64
FR,2010,22.7,Y55-64
HR,2010,-1.7,Y55-64
HU,2010,19.7,Y55-64
IE,2010,20.4,Y55-64
IS,2010,21.6,Y55-64
IT,2010,3.9,Y55-64
LT,2010,9.4,Y55-64
LU,2010,21.6,Y55-64
LV,2010,16.7,Y55-64
ME,2010,:,Y55-64
MK,2010,:,Y55-64
MT,2010,0.3,Y55-64
NL,2010,24.4,Y55-64
NO,2010,21.2,Y55-64
PL,2010,3.5,Y55-64
PT,2010,9.7,Y55-64
RO,2010,8.5,Y55-64
RS,2010,:,Y55-64
SE,2010,18.9,Y55-64
SI,2010,-6.6,Y55-64
SK,2010,13.5,Y55-64
TR,2010,:,Y55-64
UK,2010,26.9,Y55-64
AL,2010,:,Y_GE65
AT,2010,24.1,Y_GE65
BE,2010,:,Y_GE65
BG,2010,-16.8,Y_GE65
CH,2010,28.5,Y_GE65
CY,2010,28.7,Y_GE65
CZ,2010,30.8,Y_GE65
DE,2010,20.3,Y_GE65
DK,2010,14.1,Y_GE65
EE,2010,:,Y_GE65
EL,2010,17.8,Y_GE65
ES,2010,45.1,Y_GE65
FI,2010,29,Y_GE65
FR,2010,36.8,Y_GE65
HR,2010,-0.9,Y_GE65
HU,2010,19.9,Y_GE65
IE,2010,10.4,Y_GE65
IS,2010,18.4,Y_GE65
IT,2010,36.9,Y_GE65
LT,2010,4.8,Y_GE65
LU,2010,:,Y_GE65
LV,2010,16.9,Y_GE65
ME,2010,:,Y_GE65
MK,2010,:,Y_GE65
MT,2010,10,Y_GE65
NL,2010,11.6,Y_GE65
NO,2010,19.6,Y_GE65
PL,2010,5.4,Y_GE65
PT,2010,36.5,Y_GE65
RO,2010,28.1,Y_GE65
RS,2010,:,Y_GE65
SE,2010,19.8,Y_GE65
SI,2010,7.3,Y_GE65
SK,2010,6.7,Y_GE65
TR,2010,:,Y_GE65
UK,2010,28.1,Y_GE65
AL,2010,:,Y_LT25
AT,2010,8.6,Y_LT25
BE,2010,3,Y_LT25
BG,2010,5.8,Y_LT25
CH,2010,3.7,Y_LT25
CY,2010,6.2,Y_LT25
CZ,2010,7.6,Y_LT25
DE,2010,2.3,Y_LT25
DK,2010,5.3,Y_LT25
EE,2010,:,Y_LT25
EL,2010,-8,Y_LT25
ES,2010,4.8,Y_LT25
FI,2010,7,Y_LT25
FR,2010,-6.9,Y_LT25
HR,2010,6.3,Y_LT25
HU,2010,-1.1,Y_LT25
IE,2010,0.8,Y_LT25
IS,2010,4.5,Y_LT25
IT,2010,5.3,Y_LT25
LT,2010,9.8,Y_LT25
LU,2010,-6.2,Y_LT25
LV,2010,6.7,Y_LT25
ME,2010,:,Y_LT25
MK,2010,:,Y_LT25
MT,2010,-3.2,Y_LT25
NL,2010,-0.3,Y_LT25
NO,2010,6.5,Y_LT25
PL,2010,3.5,Y_LT25
PT,2010,4.9,Y_LT25
RO,2010,1.7,Y_LT25
RS,2010,:,Y_LT25
SE,2010,6.5,Y_LT25
SI,2010,-7.1,Y_LT25
SK,2010,7.3,Y_LT25
TR,2010,:,Y_LT25
UK,2010,7.4,Y_LT25
AL,2009,:,Y25-34
AT,2009,:,Y25-34
BE,2009,3.4,Y25-34
BG,2009,11.1,Y25-34
CH,2009,6.7,Y25-34
CY,2009,9.4,Y25-34
CZ,2009,18,Y25-34
DE,2009,:,Y25-34
DK,2009,13.8,Y25-34
EE,2009,:,Y25-34
EL,2009,:,Y25-34
ES,2009,10,Y25-34
FI,2009,14.8,Y25-34
FR,2009,7.9,Y25-34
HR,2009,:,Y25-34
HU,2009,8.9,Y25-34
IE,2009,3.3,Y25-34
IS,2009,11.4,Y25-34
IT,2009,2.7,Y25-34
LT,2009,13.9,Y25-34
LU,2009,-1.8,Y25-34
LV,2009,:,Y25-34
ME,2009,:,Y25-34
MK,2009,:,Y25-34
MT,2009,4.1,Y25-34
NL,2009,5.8,Y25-34
NO,2009,10,Y25-34
PL,2009,7.8,Y25-34
PT,2009,4.2,Y25-34
RO,2009,5.1,Y25-34
RS,2009,:,Y25-34
SE,2009,10.1,Y25-34
SI,2009,-5.5,Y25-34
SK,2009,17.5,Y25-34
TR,2009,:,Y25-34
UK,2009,7.6,Y25-34
AL,2009,:,Y35-44
AT,2009,:,Y35-44
BE,2009,9.7,Y35-44
BG,2009,19.4,Y35-44
CH,2009,18.1,Y35-44
CY,2009,23.6,Y35-44
CZ,2009,32.6,Y35-44
DE,2009,:,Y35-44
DK,2009,19,Y35-44
EE,2009,:,Y35-44
EL,2009,:,Y35-44
ES,2009,15.8,Y35-44
FI,2009,21.8,Y35-44
FR,2009,13.2,Y35-44
HR,2009,:,Y35-44
HU,2009,23,Y35-44
IE,2009,12.7,Y35-44
IS,2009,20.7,Y35-44
IT,2009,6.2,Y35-44
LT,2009,19.1,Y35-44
LU,2009,6.6,Y35-44
LV,2009,:,Y35-44
ME,2009,:,Y35-44
MK,2009,:,Y35-44
MT,2009,7.6,Y35-44
NL,2009,17.6,Y35-44
NO,2009,16.7,Y35-44
PL,2009,12,Y35-44
PT,2009,11.7,Y35-44
RO,2009,12.1,Y35-44
RS,2009,:,Y35-44
SE,2009,17.4,Y35-44
SI,2009,2.3,Y35-44
SK,2009,29.5,Y35-44
TR,2009,:,Y35-44
UK,2009,22.7,Y35-44
AL,2009,:,Y45-54
AT,2009,:,Y45-54
BE,2009,11.9,Y45-54
BG,2009,16.5,Y45-54
CH,2009,22.9,Y45-54
CY,2009,38.2,Y45-54
CZ,2009,27.1,Y45-54
DE,2009,:,Y45-54
DK,2009,19.4,Y45-54
EE,2009,:,Y45-54
EL,2009,:,Y45-54
ES,2009,18.8,Y45-54
FI,2009,23,Y45-54
FR,2009,20,Y45-54
HR,2009,:,Y45-54
HU,2009,20.4,Y45-54
IE,2009,19.5,Y45-54
IS,2009,23.3,Y45-54
IT,2009,4.1,Y45-54
LT,2009,16.4,Y45-54
LU,2009,14.9,Y45-54
LV,2009,:,Y45-54
ME,2009,:,Y45-54
MK,2009,:,Y45-54
MT,2009,7.7,Y45-54
NL,2009,24.8,Y45-54
NO,2009,21.1,Y45-54
PL,2009,8.1,Y45-54
PT,2009,9.9,Y45-54
RO,2009,7,Y45-54
RS,2009,:,Y45-54
SE,2009,18.9,Y45-54
SI,2009,3.3,Y45-54
SK,2009,23.9,Y45-54
TR,2009,:,Y45-54
UK,2009,27.4,Y45-54
AL,2009,:,Y55-64
AT,2009,:,Y55-64
BE,2009,17.6,Y55-64
BG,2009,8.7,Y55-64
CH,2009,24.1,Y55-64
CY,2009,37.3,Y55-64
CZ,2009,19.1,Y55-64
DE,2009,:,Y55-64
DK,2009,17.2,Y55-64
EE,2009,:,Y55-64
EL,2009,:,Y55-64
ES,2009,22.8,Y55-64
FI,2009,26.1,Y55-64
FR,2009,22.9,Y55-64
HR,2009,:,Y55-64
HU,2009,17.5,Y55-64
IE,2009,21.2,Y55-64
IS,2009,23.1,Y55-64
IT,2009,5.1,Y55-64
LT,2009,12.8,Y55-64
LU,2009,22.4,Y55-64
LV,2009,:,Y55-64
ME,2009,:,Y55-64
MK,2009,:,Y55-64
MT,2009,0.3,Y55-64
NL,2009,25.2,Y55-64
NO,2009,21.6,Y55-64
PL,2009,3.2,Y55-64
PT,2009,10.5,Y55-64
RO,2009,-3,Y55-64
RS,2009,:,Y55-64
SE,2009,19.2,Y55-64
SI,2009,-9.8,Y55-64
SK,2009,16.9,Y55-64
TR,2009,:,Y55-64
UK,2009,23.1,Y55-64
AL,2009,:,Y_GE65
AT,2009,:,Y_GE65
BE,2009,:,Y_GE65
BG,2009,-13.7,Y_GE65
CH,2009,27.5,Y_GE65
CY,2009,30.6,Y_GE65
CZ,2009,31,Y_GE65
DE,2009,:,Y_GE65
DK,2009,13.4,Y_GE65
EE,2009,:,Y_GE65
EL,2009,:,Y_GE65
ES,2009,:,Y_GE65
FI,2009,28,Y_GE65
FR,2009,28.3,Y_GE65
HR,2009,:,Y_GE65
HU,2009,20.5,Y_GE65
IE,2009,11.7,Y_GE65
IS,2009,18.9,Y_GE65
IT,2009,:,Y_GE65
LT,2009,8.4,Y_GE65
LU,2009,:,Y_GE65
LV,2009,:,Y_GE65
ME,2009,:,Y_GE65
MK,2009,:,Y_GE65
MT,2009,13.9,Y_GE65
NL,2009,10.8,Y_GE65
NO,2009,20.6,Y_GE65
PL,2009,15.3,Y_GE65
PT,2009,39.7,Y_GE65
RO,2009,8.7,Y_GE65
RS,2009,:,Y_GE65
SE,2009,0,Y_GE65
SI,2009,0,Y_GE65
SK,2009,17,Y_GE65
TR,2009,:,Y_GE65
UK,2009,27.2,Y_GE65
AL,2009,:,Y_LT25
AT,2009,:,Y_LT25
BE,2009,2.9,Y_LT25
BG,2009,6.5,Y_LT25
CH,2009,3.9,Y_LT25
CY,2009,7.8,Y_LT25
CZ,2009,10.3,Y_LT25
DE,2009,:,Y_LT25
DK,2009,4,Y_LT25
EE,2009,:,Y_LT25
EL,2009,:,Y_LT25
ES,2009,5.5,Y_LT25
FI,2009,7,Y_LT25
FR,2009,-4.2,Y_LT25
HR,2009,:,Y_LT25
HU,2009,-0.6,Y_LT25
IE,2009,-0.3,Y_LT25
IS,2009,3.4,Y_LT25
IT,2009,6.7,Y_LT25
LT,2009,10.2,Y_LT25
LU,2009,-5.8,Y_LT25
LV,2009,:,Y_LT25
ME,2009,:,Y_LT25
MK,2009,:,Y_LT25
MT,2009,-1.8,Y_LT25
NL,2009,0.7,Y_LT25
NO,2009,6.7,Y_LT25
PL,2009,6.5,Y_LT25
PT,2009,2.4,Y_LT25
RO,2009,1.9,Y_LT25
RS,2009,:,Y_LT25
SE,2009,5.3,Y_LT25
SI,2009,-10.6,Y_LT25
SK,2009,8.7,Y_LT25
TR,2009,:,Y_LT25
UK,2009,4.7,Y_LT25
AL,2008,:,Y25-34
AT,2008,:,Y25-34
BE,2008,3.6,Y25-34
BG,2008,10,Y25-34
CH,2008,6.8,Y25-34
CY,2008,11,Y25-34
CZ,2008,19.6,Y25-34
DE,2008,:,Y25-34
DK,2008,14.9,Y25-34
EE,2008,:,Y25-34
EL,2008,:,Y25-34
ES,2008,10.3,Y25-34
FI,2008,15.6,Y25-34
FR,2008,:,Y25-34
HR,2008,:,Y25-34
HU,2008,10.2,Y25-34
IE,2008,3,Y25-34
IS,2008,14.2,Y25-34
IT,2008,2.8,Y25-34
LT,2008,20.3,Y25-34
LU,2008,-0.4,Y25-34
LV,2008,:,Y25-34
ME,2008,:,Y25-34
MK,2008,:,Y25-34
MT,2008,3,Y25-34
NL,2008,6.8,Y25-34
NO,2008,11.1,Y25-34
PL,2008,10.8,Y25-34
PT,2008,4.7,Y25-34
RO,2008,5.2,Y25-34
RS,2008,:,Y25-34
SE,2008,11.6,Y25-34
SI,2008,-1.2,Y25-34
SK,2008,19.2,Y25-34
TR,2008,:,Y25-34
UK,2008,9.1,Y25-34
AL,2008,:,Y35-44
AT,2008,:,Y35-44
BE,2008,9.9,Y35-44
BG,2008,18.5,Y35-44
CH,2008,18.2,Y35-44
CY,2008,24.6,Y35-44
CZ,2008,32.7,Y35-44
DE,2008,:,Y35-44
DK,2008,19.7,Y35-44
EE,2008,:,Y35-44
EL,2008,:,Y35-44
ES,2008,15.8,Y35-44
FI,2008,21.8,Y35-44
FR,2008,:,Y35-44
HR,2008,:,Y35-44
HU,2008,24.3,Y35-44
IE,2008,15.1,Y35-44
IS,2008,25.1,Y35-44
IT,2008,5.8,Y35-44
LT,2008,25,Y35-44
LU,2008,6.8,Y35-44
LV,2008,:,Y35-44
ME,2008,:,Y35-44
MK,2008,:,Y35-44
MT,2008,8.6,Y35-44
NL,2008,18.4,Y35-44
NO,2008,17.5,Y35-44
PL,2008,15,Y35-44
PT,2008,11.8,Y35-44
RO,2008,12.2,Y35-44
RS,2008,:,Y35-44
SE,2008,18.6,Y35-44
SI,2008,7.3,Y35-44
SK,2008,26,Y35-44
TR,2008,:,Y35-44
UK,2008,23.9,Y35-44
AL,2008,:,Y45-54
AT,2008,:,Y45-54
BE,2008,12.1,Y45-54
BG,2008,14.5,Y45-54
CH,2008,22.9,Y45-54
CY,2008,37.4,Y45-54
CZ,2008,26.9,Y45-54
DE,2008,:,Y45-54
DK,2008,19.5,Y45-54
EE,2008,:,Y45-54
EL,2008,:,Y45-54
ES,2008,17.6,Y45-54
FI,2008,23.2,Y45-54
FR,2008,:,Y45-54
HR,2008,:,Y45-54
HU,2008,19.5,Y45-54
IE,2008,16.5,Y45-54
IS,2008,26.1,Y45-54
IT,2008,1.2,Y45-54
LT,2008,22.6,Y45-54
LU,2008,15.3,Y45-54
LV,2008,:,Y45-54
ME,2008,:,Y45-54
MK,2008,:,Y45-54
MT,2008,10.5,Y45-54
NL,2008,25.1,Y45-54
NO,2008,21.6,Y45-54
PL,2008,12.3,Y45-54
PT,2008,9.4,Y45-54
RO,2008,6.7,Y45-54
RS,2008,:,Y45-54
SE,2008,20.4,Y45-54
SI,2008,8.2,Y45-54
SK,2008,20.2,Y45-54
TR,2008,:,Y45-54
UK,2008,29.5,Y45-54
AL,2008,:,Y55-64
AT,2008,:,Y55-64
BE,2008,17.8,Y55-64
BG,2008,8.5,Y55-64
CH,2008,24.1,Y55-64
CY,2008,38.2,Y55-64
CZ,2008,20.7,Y55-64
DE,2008,:,Y55-64
DK,2008,18.5,Y55-64
EE,2008,:,Y55-64
EL,2008,:,Y55-64
ES,2008,21.9,Y55-64
FI,2008,25.8,Y55-64
FR,2008,:,Y55-64
HR,2008,:,Y55-64
HU,2008,18,Y55-64
IE,2008,21.5,Y55-64
IS,2008,25.9,Y55-64
IT,2008,7.8,Y55-64
LT,2008,19.2,Y55-64
LU,2008,23.1,Y55-64
LV,2008,:,Y55-64
ME,2008,:,Y55-64
MK,2008,:,Y55-64
MT,2008,-0.3,Y55-64
NL,2008,25.8,Y55-64
NO,2008,21.9,Y55-64
PL,2008,2.9,Y55-64
PT,2008,10.2,Y55-64
RO,2008,-4,Y55-64
RS,2008,:,Y55-64
SE,2008,20.1,Y55-64
SI,2008,-4.9,Y55-64
SK,2008,12.2,Y55-64
TR,2008,:,Y55-64
UK,2008,22.5,Y55-64
AL,2008,:,Y_GE65
AT,2008,:,Y_GE65
BE,2008,:,Y_GE65
BG,2008,-12.3,Y_GE65
CH,2008,27.5,Y_GE65
CY,2008,27,Y_GE65
CZ,2008,29.8,Y_GE65
DE,2008,:,Y_GE65
DK,2008,13.3,Y_GE65
EE,2008,:,Y_GE65
EL,2008,:,Y_GE65
ES,2008,:,Y_GE65
FI,2008,28.2,Y_GE65
FR,2008,:,Y_GE65
HR,2008,:,Y_GE65
HU,2008,20.6,Y_GE65
IE,2008,14.2,Y_GE65
IS,2008,19.8,Y_GE65
IT,2008,:,Y_GE65
LT,2008,14.7,Y_GE65
LU,2008,:,Y_GE65
LV,2008,:,Y_GE65
ME,2008,:,Y_GE65
MK,2008,:,Y_GE65
MT,2008,20.2,Y_GE65
NL,2008,11.3,Y_GE65
NO,2008,19.2,Y_GE65
PL,2008,25.1,Y_GE65
PT,2008,33.6,Y_GE65
RO,2008,7,Y_GE65
RS,2008,:,Y_GE65
SE,2008,0,Y_GE65
SI,2008,6.2,Y_GE65
SK,2008,16.7,Y_GE65
TR,2008,:,Y_GE65
UK,2008,22,Y_GE65
AL,2008,:,Y_LT25
AT,2008,:,Y_LT25
BE,2008,3,Y_LT25
BG,2008,6,Y_LT25
CH,2008,3.9,Y_LT25
CY,2008,11.4,Y_LT25
CZ,2008,12.1,Y_LT25
DE,2008,:,Y_LT25
DK,2008,6.1,Y_LT25
EE,2008,:,Y_LT25
EL,2008,:,Y_LT25
ES,2008,7.9,Y_LT25
FI,2008,7.4,Y_LT25
FR,2008,:,Y_LT25
HR,2008,:,Y_LT25
HU,2008,0.5,Y_LT25
IE,2008,-1.3,Y_LT25
IS,2008,7,Y_LT25
IT,2008,2,Y_LT25
LT,2008,16.5,Y_LT25
LU,2008,-5.4,Y_LT25
LV,2008,:,Y_LT25
ME,2008,:,Y_LT25
MK,2008,:,Y_LT25
MT,2008,-1.4,Y_LT25
NL,2008,0.8,Y_LT25
NO,2008,7.4,Y_LT25
PL,2008,9.6,Y_LT25
PT,2008,5.2,Y_LT25
RO,2008,1.8,Y_LT25
RS,2008,:,Y_LT25
SE,2008,6.8,Y_LT25
SI,2008,-4.9,Y_LT25
SK,2008,9.5,Y_LT25
TR,2008,:,Y_LT25
UK,2008,3.7,Y_LT25
AL,2007,:,Y25-34
AT,2007,:,Y25-34
BE,2007,3.6,Y25-34
BG,2007,9.6,Y25-34
CH,2007,:,Y25-34
CY,2007,:,Y25-34
CZ,2007,:,Y25-34
DE,2007,:,Y25-34
DK,2007,:,Y25-34
EE,2007,:,Y25-34
EL,2007,:,Y25-34
ES,2007,11.6,Y25-34
FI,2007,:,Y25-34
FR,2007,:,Y25-34
HR,2007,:,Y25-34
HU,2007,11.2,Y25-34
IE,2007,:,Y25-34
IS,2007,17.7,Y25-34
IT,2007,1.3,Y25-34
LT,2007,22.6,Y25-34
LU,2007,1.1,Y25-34
LV,2007,:,Y25-34
ME,2007,:,Y25-34
MK,2007,:,Y25-34
MT,2007,1.9,Y25-34
NL,2007,7,Y25-34
NO,2007,:,Y25-34
PL,2007,13.8,Y25-34
PT,2007,3.6,Y25-34
RO,2007,5.4,Y25-34
RS,2007,:,Y25-34
SE,2007,:,Y25-34
SI,2007,-0.3,Y25-34
SK,2007,:,Y25-34
TR,2007,:,Y25-34
UK,2007,8.9,Y25-34
AL,2007,:,Y35-44
AT,2007,:,Y35-44
BE,2007,9.9,Y35-44
BG,2007,18.4,Y35-44
CH,2007,:,Y35-44
CY,2007,:,Y35-44
CZ,2007,:,Y35-44
DE,2007,:,Y35-44
DK,2007,:,Y35-44
EE,2007,:,Y35-44
EL,2007,:,Y35-44
ES,2007,16.7,Y35-44
FI,2007,:,Y35-44
FR,2007,:,Y35-44
HR,2007,:,Y35-44
HU,2007,22.4,Y35-44
IE,2007,:,Y35-44
IS,2007,30.8,Y35-44
IT,2007,7,Y35-44
LT,2007,25,Y35-44
LU,2007,6.9,Y35-44
LV,2007,:,Y35-44
ME,2007,:,Y35-44
MK,2007,:,Y35-44
MT,2007,4.7,Y35-44
NL,2007,18.5,Y35-44
NO,2007,:,Y35-44
PL,2007,18,Y35-44
PT,2007,12.5,Y35-44
RO,2007,12.3,Y35-44
RS,2007,:,Y35-44
SE,2007,:,Y35-44
SI,2007,7.4,Y35-44
SK,2007,:,Y35-44
TR,2007,:,Y35-44
UK,2007,22.9,Y35-44
AL,2007,:,Y45-54
AT,2007,:,Y45-54
BE,2007,12.1,Y45-54
BG,2007,13.3,Y45-54
CH,2007,:,Y45-54
CY,2007,:,Y45-54
CZ,2007,:,Y45-54
DE,2007,:,Y45-54
DK,2007,:,Y45-54
EE,2007,:,Y45-54
EL,2007,:,Y45-54
ES,2007,18.8,Y45-54
FI,2007,:,Y45-54
FR,2007,:,Y45-54
HR,2007,:,Y45-54
HU,2007,17.9,Y45-54
IE,2007,:,Y45-54
IS,2007,27.4,Y45-54
IT,2007,1,Y45-54
LT,2007,23.4,Y45-54
LU,2007,15.6,Y45-54
LV,2007,:,Y45-54
ME,2007,:,Y45-54
MK,2007,:,Y45-54
MT,2007,7.8,Y45-54
NL,2007,25.8,Y45-54
NO,2007,:,Y45-54
PL,2007,16.4,Y45-54
PT,2007,8.4,Y45-54
RO,2007,6.4,Y45-54
RS,2007,:,Y45-54
SE,2007,:,Y45-54
SI,2007,8.2,Y45-54
SK,2007,:,Y45-54
TR,2007,:,Y45-54
UK,2007,28,Y45-54
AL,2007,:,Y55-64
AT,2007,:,Y55-64
BE,2007,17.8,Y55-64
BG,2007,9.2,Y55-64
CH,2007,:,Y55-64
CY,2007,:,Y55-64
CZ,2007,:,Y55-64
DE,2007,:,Y55-64
DK,2007,:,Y55-64
EE,2007,:,Y55-64
EL,2007,:,Y55-64
ES,2007,21.7,Y55-64
FI,2007,:,Y55-64
FR,2007,:,Y55-64
HR,2007,:,Y55-64
HU,2007,18,Y55-64
IE,2007,:,Y55-64
IS,2007,30.4,Y55-64
IT,2007,10.7,Y55-64
LT,2007,20.8,Y55-64
LU,2007,23.9,Y55-64
LV,2007,:,Y55-64
ME,2007,:,Y55-64
MK,2007,:,Y55-64
MT,2007,-3.2,Y55-64
NL,2007,27.1,Y55-64
NO,2007,:,Y55-64
PL,2007,2.6,Y55-64
PT,2007,5.9,Y55-64
RO,2007,-4.8,Y55-64
RS,2007,:,Y55-64
SE,2007,:,Y55-64
SI,2007,-3.9,Y55-64
SK,2007,:,Y55-64
TR,2007,:,Y55-64
UK,2007,22.6,Y55-64
AL,2007,:,Y_GE65
AT,2007,:,Y_GE65
BE,2007,:,Y_GE65
BG,2007,-9.6,Y_GE65
CH,2007,:,Y_GE65
CY,2007,:,Y_GE65
CZ,2007,:,Y_GE65
DE,2007,:,Y_GE65
DK,2007,:,Y_GE65
EE,2007,:,Y_GE65
EL,2007,:,Y_GE65
ES,2007,:,Y_GE65
FI,2007,:,Y_GE65
FR,2007,:,Y_GE65
HR,2007,:,Y_GE65
HU,2007,12.3,Y_GE65
IE,2007,:,Y_GE65
IS,2007,21.3,Y_GE65
IT,2007,:,Y_GE65
LT,2007,17.1,Y_GE65
LU,2007,:,Y_GE65
LV,2007,:,Y_GE65
ME,2007,:,Y_GE65
MK,2007,:,Y_GE65
MT,2007,27.4,Y_GE65
NL,2007,11,Y_GE65
NO,2007,:,Y_GE65
PL,2007,35,Y_GE65
PT,2007,40.2,Y_GE65
RO,2007,5.3,Y_GE65
RS,2007,:,Y_GE65
SE,2007,:,Y_GE65
SI,2007,12.4,Y_GE65
SK,2007,:,Y_GE65
TR,2007,:,Y_GE65
UK,2007,27.8,Y_GE65
AL,2007,:,Y_LT25
AT,2007,:,Y_LT25
BE,2007,3,Y_LT25
BG,2007,6.2,Y_LT25
CH,2007,:,Y_LT25
CY,2007,:,Y_LT25
CZ,2007,:,Y_LT25
DE,2007,:,Y_LT25
DK,2007,:,Y_LT25
EE,2007,:,Y_LT25
EL,2007,:,Y_LT25
ES,2007,6.5,Y_LT25
FI,2007,:,Y_LT25
FR,2007,:,Y_LT25
HR,2007,:,Y_LT25
HU,2007,0.1,Y_LT25
IE,2007,:,Y_LT25
IS,2007,9.3,Y_LT25
IT,2007,2.1,Y_LT25
LT,2007,19.2,Y_LT25
LU,2007,-5,Y_LT25
LV,2007,:,Y_LT25
ME,2007,:,Y_LT25
MK,2007,:,Y_LT25
MT,2007,-2.7,Y_LT25
NL,2007,0.7,Y_LT25
NO,2007,:,Y_LT25
PL,2007,12.6,Y_LT25
PT,2007,-0.5,Y_LT25
RO,2007,1.9,Y_LT25
RS,2007,:,Y_LT25
SE,2007,:,Y_LT25
SI,2007,-4,Y_LT25
SK,2007,:,Y_LT25
TR,2007,:,Y_LT25
UK,2007,4,Y_LT25
